nr_lazika	data_pomiaru	kod_obszaru	wspolrzedne	glebokosc	ilosc
42	2064-11-21	MC-15	19.78N, 168.48E	27	1010
66	2069-11-05	MC-15	3.46N, 155.81E	221	1138
2	2054-01-06	MC-14	21.43N, 108.77E	175	2188
28	2059-08-14	MC-25	57.33S, 89.27W	117	2461
32	2062-11-29	MC-18	26.32S, 76.85W	9	2880
78	2074-04-27	MC-08	3.38N, 169.98W	48	2880
26	2059-09-05	MC-27	48.83S, 50.88E	142	1920
60	2071-12-19	MC-26	58.59S, 29.25W	204	63326
87	2072-10-27	MC-19	19.38S, 27.36W	137	1138
31	2061-12-01	MC-03	49.41N, 75.61W	791	24621
76	2079-05-21	MC-02	57.63N, 171.74W	32	2324
99	2075-01-15	MC-05	45.43N, 26.92E	7	629
67	2070-01-13	MC-18	26.50S, 66.20W	29	1526
44	2066-05-06	MC-01	68.82N, 118.23E	9	4731
17	2060-05-29	MC-14	20.75N, 96.02E	72	6409
52	2071-06-02	MC-16	8.09S, 141.20W	120	8255
15	2054-11-03	MC-16	25.93S, 161.12W	221	2461
69	2074-09-20	MC-07	49.51N, 174.64E	103	5436
31	2063-11-13	MC-03	45.60N, 75.94W	109	38630
76	2076-12-08	MC-07	52.08N, 169.12E	72	6409
2	2051-07-17	MC-14	9.23N, 112.13E	325	1267
64	2067-12-20	MC-28	40.26S, 78.80E	163	8000
4	2056-01-18	MC-26	57.13S, 19.86W	169	6832
41	2070-06-21	MC-01	70.76N, 52.73E	67	1920
98	2073-03-19	MC-28	44.36S, 76.95E	572	2188
98	2075-01-01	MC-28	42.77S, 103.55E	67	5255
74	2072-12-23	MC-12	9.94N, 12.79E	572	5436
78	2074-08-27	MC-16	6.92S, 159.88W	59	756
54	2067-09-03	MC-22	2.74S, 102.22E	524	6832
97	2071-02-14	MC-01	77.61N, 32.90W	77	7752
69	2071-07-10	MC-01	79.91N, 151.98E	106	9670
42	2071-12-05	MC-15	20.88N, 174.44E	137	6618
76	2080-07-13	MC-08	25.28N, 175.29W	1270	629
39	2066-07-09	MC-24	55.03S, 166.60W	212	5622
66	2070-08-13	MC-14	16.22N, 131.64E	292	2324
61	2072-12-20	MC-26	61.79S, 25.30W	72	56210
77	2075-10-04	MC-22	27.90S, 100.98E	61	3612
26	2056-11-20	MC-21	27.44S, 86.78E	365	17000
27	2062-03-19	MC-28	57.27S, 79.60E	103	1267
27	2057-01-10	MC-30	70.47S, 77.80E	65	12605
98	2075-07-30	MC-28	58.40S, 66.36E	7	5076
58	2069-06-04	MC-27	42.90S, 2.84E	142	3461
42	2065-03-08	MC-15	5.12N, 168.87E	65	3612
95	2070-11-07	MC-10	28.54N, 69.44W	85	10654
10	2062-01-23	MC-25	40.37S, 78.25W	572	20205
56	2070-12-04	MC-18	15.32S, 86.73W	72	1920
99	2073-04-28	MC-05	43.88N, 11.69E	231	35789
100	2073-09-26	MC-24	46.65S, 169.56W	82	1010
90	2074-09-13	MC-24	64.21S, 175.98W	142	72463
55	2071-11-19	MC-07	41.90N, 141.96E	82	15109
41	2068-02-18	MC-01	78.47N, 51.58E	20	10654
32	2062-09-01	MC-25	52.79S, 91.68W	85	2880
57	2069-05-10	MC-25	57.78S, 102.54W	77	5436
83	2071-09-25	MC-01	66.47N, 78.08E	70	9366
15	2055-06-16	MC-24	44.64S, 168.52W	142	33322
56	2071-01-06	MC-25	52.60S, 84.66W	416	8255
12	2058-08-13	MC-17	1.29S, 115.15W	188	6205
8	2055-12-10	MC-27	46.54S, 14.05E	109	1656
9	2059-08-02	MC-12	2.25N, 3.64E	103	2880
40	2063-10-23	MC-23	18.40S, 146.50E	120	9366
10	2060-03-29	MC-18	27.24S, 67.87W	61	4076
97	2072-11-07	MC-01	81.45N, 20.76W	85	56210
6	2053-01-03	MC-01	71.90N, 154.11E	344	5076
45	2066-11-27	MC-21	12.00S, 78.02E	416	9074
11	2057-10-10	MC-26	54.46S, 29.73W	124	3919
22	2054-10-04	MC-13	4.64N, 53.66E	54	1267
41	2068-11-08	MC-05	51.76N, 15.98E	124	5436
87	2073-04-21	MC-26	50.59S, 34.49W	277	7752
27	2063-12-21	MC-30	85.46S, 98.69E	169	24621
4	2058-02-16	MC-26	40.14S, 8.77W	7	2739
97	2071-04-04	MC-04	60.25N, 16.43W	117	3461
84	2071-09-14	MC-07	50.97N, 133.15E	47	50510
10	2058-07-27	MC-18	7.74S, 62.38W	791	2461
18	2060-03-21	MC-16	3.37S, 169.75W	109	4563
64	2068-08-29	MC-28	58.06S, 72.86E	25	2739
86	2073-04-06	MC-01	70.00N, 106.57E	344	26004
41	2065-04-19	MC-05	62.94N, 33.40E	85	41937
85	2071-09-22	MC-13	2.66N, 84.63E	264	756
81	2068-12-07	MC-16	5.20S, 172.56W	447	7052
55	2068-09-11	MC-07	48.27N, 166.54E	631	38630
50	2066-04-26	MC-15	10.53N, 137.17E	96	2324
85	2074-02-16	MC-13	13.88N, 81.88E	221	9670
64	2068-10-07	MC-27	51.53S, 59.26E	277	4902
39	2063-06-24	MC-30	68.65S, 165.41W	70	8255
83	2071-12-13	MC-01	70.09N, 80.12E	48	101649
5	2055-09-21	MC-20	3.70S, 42.83E	175	3313
39	2065-10-08	MC-30	66.14S, 158.71W	365	14551
29	2059-10-10	MC-24	33.26S, 156.23W	389	756
77	2077-03-22	MC-22	21.87S, 102.46E	142	4076
66	2073-06-23	MC-14	8.17N, 134.59E	113	8000
10	2055-08-29	MC-26	37.61S, 39.31W	175	2599
52	2067-05-22	MC-08	10.42N, 137.32W	57	2054
11	2057-03-04	MC-26	61.86S, 22.37W	14	8255
17	2060-08-15	MC-06	35.49N, 71.27E	1057	5255
5	2056-08-08	MC-20	20.31S, 43.95E	17	8519
42	2066-06-24	MC-07	42.30N, 160.69E	204	1396
12	2056-10-29	MC-17	1.46S, 117.17W	137	629
87	2072-12-02	MC-26	33.54S, 40.81W	17	1526
75	2073-06-18	MC-28	31.89S, 116.42E	67	1138
82	2070-03-27	MC-29	61.41S, 169.15E	77	35789
46	2068-04-01	MC-25	47.68S, 119.55W	63	3313
29	2059-08-05	MC-16	22.41S, 156.14W	103	6205
44	2070-10-15	MC-06	57.39N, 119.38E	19	26004
42	2069-04-17	MC-07	34.84N, 159.72E	100	3612
9	2059-09-09	MC-19	12.78S, 3.72W	416	5812
72	2074-02-18	MC-17	26.30S, 133.79W	54	12178
97	2070-11-19	MC-01	67.49N, 12.62W	416	6006
7	2056-01-24	MC-04	43.00N, 28.18W	631	7512
26	2057-05-05	MC-27	32.33S, 44.44E	106	9074
47	2068-09-25	MC-12	14.59N, 7.81E	29	10313
68	2069-07-03	MC-14	10.09N, 99.27E	93	3919
61	2073-05-27	MC-30	74.93S, 15.76W	30	20205
5	2060-11-20	MC-21	19.76S, 83.85E	188	6618
47	2072-05-21	MC-11	16.69N, 34.44W	65	3022
44	2071-02-23	MC-01	67.18N, 115.83E	90	4731
53	2067-01-04	MC-30	77.79S, 158.25W	57	8791
54	2068-09-03	MC-14	11.69N, 117.03E	34	1267
60	2072-06-19	MC-26	48.45S, 35.43W	128	12605
85	2075-04-10	MC-22	17.56S, 114.75E	50	5436
17	2059-11-05	MC-13	2.16N, 89.61E	72	4235
17	2055-10-09	MC-22	4.52S, 98.80E	389	1138
32	2060-10-25	MC-25	43.46S, 106.83W	57	15109
10	2056-01-11	MC-26	34.56S, 33.77W	325	21171
39	2067-11-15	MC-29	50.37S, 171.51E	120	4076
73	2073-04-16	MC-26	61.72S, 56.60W	20	4902
86	2072-08-08	MC-01	77.91N, 132.52E	65	1396
95	2068-04-15	MC-09	18.56N, 99.52W	163	2054
52	2071-03-26	MC-09	10.03N, 98.94W	82	1526
6	2055-04-25	MC-01	73.00N, 165.18E	791	4398
26	2058-04-20	MC-27	54.77S, 49.56E	292	16330
64	2067-11-13	MC-28	57.53S, 77.35E	24	3612
5	2060-12-05	MC-13	19.41N, 66.55E	103	6205
52	2069-08-19	MC-16	3.49S, 140.97W	93	1010
76	2079-09-05	MC-02	38.44N, 179.12W	48	2461
26	2055-08-24	MC-28	47.82S, 66.68E	77	4731
5	2055-08-22	MC-13	20.02N, 65.01E	88	883
19	2059-04-08	MC-07	57.24N, 155.81E	59	6618
10	2063-03-18	MC-18	11.09S, 62.91W	137	7752
2	2054-10-12	MC-14	8.71N, 114.36E	264	1396
47	2068-01-11	MC-11	28.84N, 10.31W	72	4076
36	2063-08-27	MC-08	11.93N, 138.68W	264	3612
76	2074-06-21	MC-07	54.37N, 172.09E	117	41937
76	2078-11-30	MC-08	27.81N, 176.25W	15	756
45	2068-04-17	MC-13	17.31N, 54.03E	277	1920
47	2071-12-30	MC-11	7.13N, 35.03W	1057	6409
21	2058-02-14	MC-17	23.47S, 108.45W	47	2324
74	2073-02-21	MC-12	18.27N, 13.66E	100	2739
29	2061-11-13	MC-16	22.44S, 139.09W	54	1656
55	2069-12-23	MC-07	47.80N, 143.17E	27	2739
31	2060-06-27	MC-03	60.68N, 102.94W	41	1920
86	2074-06-06	MC-07	63.84N, 145.61E	175	1788
17	2058-01-20	MC-06	33.17N, 103.69E	791	2461
29	2061-01-19	MC-16	23.88S, 155.03W	80	3919
32	2065-12-30	MC-25	52.09S, 106.50W	344	17000
2	2053-03-29	MC-14	6.56N, 102.44E	100	2054
24	2054-09-29	MC-29	38.31S, 134.17E	344	8519
52	2068-02-19	MC-09	29.51N, 129.16W	24	7279
7	2054-03-12	MC-03	47.73N, 61.10W	80	13054
8	2056-08-04	MC-30	72.94S, 39.36E	120	8255
17	2062-10-07	MC-14	8.98N, 96.34E	109	2599
4	2054-06-06	MC-26	58.60S, 15.48W	137	5076
27	2059-07-19	MC-30	74.70S, 124.84E	447	101649
89	2073-05-05	MC-25	49.52S, 85.71W	905	10654
42	2068-06-23	MC-07	39.07N, 155.12E	45	6832
56	2068-05-16	MC-18	11.94S, 54.96W	188	7512
44	2071-03-23	MC-01	72.98N, 125.25E	572	1396
56	2069-03-04	MC-25	51.44S, 85.09W	106	7052
7	2056-02-24	MC-01	70.01N, 53.13W	147	9670
13	2053-12-14	MC-06	50.12N, 116.04E	137	38630
10	2060-06-08	MC-25	41.62S, 63.37W	77	3612
16	2055-10-11	MC-25	51.23S, 108.57W	72	3313
20	2057-12-24	MC-28	54.78S, 69.06E	124	4398
76	2076-03-31	MC-07	55.71N, 148.61E	128	6205
8	2056-09-13	MC-27	59.01S, 33.00E	106	883
5	2056-11-17	MC-21	5.80S, 66.65E	77	6409
34	2065-03-17	MC-14	16.64N, 115.51E	77	3919
27	2060-10-10	MC-30	72.92S, 111.98E	572	41937
44	2065-10-25	MC-07	55.46N, 145.93E	39	1267
10	2057-03-21	MC-18	27.75S, 73.21W	905	8255
10	2058-10-12	MC-18	21.59S, 67.37W	157	6006
49	2068-09-07	MC-26	31.43S, 32.23W	307	15109
40	2063-07-19	MC-23	28.51S, 151.11E	163	756
27	2061-08-20	MC-30	69.19S, 120.20E	103	20205
64	2069-11-11	MC-28	39.28S, 66.31E	365	26004
47	2070-07-06	MC-04	48.48N, 18.12W	572	72463
23	2057-11-17	MC-24	44.10S, 177.54W	34	4731
52	2069-12-13	MC-16	3.31S, 144.06W	50	6618
13	2055-06-23	MC-07	59.08N, 130.31E	572	12178
54	2070-01-11	MC-14	3.27N, 106.68E	447	5622
6	2055-06-29	MC-01	67.79N, 163.83E	106	29243
74	2073-03-23	MC-12	21.53N, 6.74E	365	4902
54	2067-05-28	MC-14	15.96N, 127.00E	75	7752
52	2072-01-26	MC-09	22.54N, 103.66W	277	9670
36	2064-01-14	MC-08	23.10N, 140.72W	181	4076
31	2063-12-12	MC-03	44.89N, 111.52W	43	13054
52	2072-10-08	MC-09	18.25N, 131.63W	96	5812
27	2060-05-08	MC-30	76.32S, 89.55E	63	6618
12	2056-12-07	MC-09	2.90N, 124.78W	365	629
39	2066-10-24	MC-24	42.43S, 175.77W	37	4076
20	2059-04-02	MC-28	46.68S, 81.23E	57	14551
37	2063-04-17	MC-14	4.98N, 134.28E	85	883
31	2060-10-18	MC-03	41.63N, 70.84W	416	16330
77	2075-01-22	MC-28	31.84S, 99.17E	57	8791
90	2074-10-27	MC-30	69.15S, 146.79W	221	6618
29	2061-01-01	MC-24	36.73S, 132.13W	292	2054
32	2061-10-08	MC-25	51.32S, 113.04W	59	6006
23	2057-10-19	MC-24	44.10S, 159.65W	137	5255
32	2064-10-19	MC-17	17.59S, 113.05W	181	2461
95	2070-04-29	MC-17	11.54S, 92.71W	212	1267
24	2056-01-11	MC-29	31.33S, 136.59E	231	2599
71	2072-05-23	MC-24	38.69S, 146.09W	307	883
54	2069-06-13	MC-14	13.12N, 113.00E	181	9985
47	2068-05-10	MC-04	41.15N, 5.35W	152	3764
17	2060-10-29	MC-13	18.97N, 88.52E	152	3612
44	2068-10-15	MC-07	59.34N, 152.09E	196	19313
30	2061-05-03	MC-10	27.40N, 87.27W	344	6205
95	2070-08-16	MC-10	15.00N, 72.45W	212	6205
63	2068-06-01	MC-28	41.95S, 117.35E	389	5255
71	2072-06-06	MC-24	41.43S, 147.55W	212	4076
88	2073-01-02	MC-19	17.06S, 16.92W	157	4076
39	2067-08-11	MC-30	80.98S, 172.51W	43	5255
94	2068-06-20	MC-29	51.25S, 136.36E	128	1010
55	2071-07-05	MC-07	33.25N, 147.85E	93	1656
72	2072-12-15	MC-24	46.61S, 129.85W	163	15109
28	2062-07-24	MC-25	44.17S, 69.83W	133	10313
97	2071-10-04	MC-01	79.52N, 13.74W	277	1526
69	2074-08-12	MC-01	86.53N, 160.85E	85	1920
49	2067-04-28	MC-19	22.22S, 22.53W	142	8000
49	2067-06-01	MC-19	22.11S, 24.68W	57	1267
85	2072-05-03	MC-14	10.10N, 95.04E	96	1920
8	2054-07-19	MC-27	34.78S, 22.37E	7	4076
4	2057-08-16	MC-26	46.15S, 36.57W	169	6205
22	2054-08-15	MC-13	16.67N, 46.22E	365	7752
31	2066-03-04	MC-01	70.36N, 81.09W	365	23366
72	2074-11-26	MC-25	43.66S, 105.25W	57	1526
95	2072-11-05	MC-10	20.46N, 85.48W	1057	3461
40	2063-12-08	MC-23	21.15S, 143.01E	70	11771
64	2069-01-28	MC-28	56.73S, 67.22E	67	2880
22	2055-11-01	MC-12	2.33N, 30.57E	80	2739
78	2074-02-08	MC-16	9.70S, 164.58W	524	4902
5	2055-08-05	MC-21	15.22S, 75.37E	231	3313
13	2053-09-28	MC-06	60.66N, 114.35E	52	756
19	2059-03-05	MC-07	49.39N, 160.64E	88	3764
89	2075-09-30	MC-25	64.17S, 76.56W	137	20205
78	2074-09-22	MC-16	6.15S, 158.88W	702	3919
69	2075-04-25	MC-07	45.70N, 160.16E	19	2324
2	2053-06-07	MC-22	2.90S, 122.06E	113	6205
59	2069-10-02	MC-29	54.16S, 123.40E	96	9670
61	2071-10-02	MC-26	59.46S, 17.79W	82	3612
7	2054-04-23	MC-04	37.94N, 58.74W	157	5436
71	2071-11-14	MC-24	55.17S, 155.88W	67	17718
99	2073-07-14	MC-05	45.07N, 4.49E	93	16330
76	2074-02-24	MC-02	44.76N, 175.10W	100	4731
73	2073-01-23	MC-30	83.44S, 56.81W	30	13527
88	2073-03-23	MC-19	4.45S, 23.66W	292	3022
43	2065-12-07	MC-18	24.60S, 86.37W	702	3022
60	2072-03-18	MC-26	59.52S, 24.05W	277	12605
94	2071-06-07	MC-23	29.67S, 163.56E	1270	8000
17	2059-03-08	MC-14	16.86N, 92.17E	61	4563
47	2075-02-11	MC-04	49.27N, 24.58W	188	21171
22	2054-11-28	MC-13	8.36N, 61.70E	36	8255
41	2066-04-25	MC-05	52.38N, 31.45E	93	1920
44	2065-07-05	MC-07	62.54N, 153.65E	109	4398
56	2069-12-11	MC-26	54.39S, 53.02W	113	3167
5	2061-03-20	MC-21	5.22S, 47.68E	124	5812
17	2063-04-24	MC-14	5.75N, 104.49E	416	6618
95	2069-10-27	MC-18	2.67S, 84.94W	59	5436
98	2071-08-15	MC-28	39.64S, 68.08E	389	5255
95	2068-02-10	MC-18	10.60S, 84.51W	120	6409
97	2071-09-11	MC-01	67.71N, 21.71W	43	13527
10	2056-05-03	MC-26	43.24S, 56.43W	9	1526
26	2055-12-13	MC-30	74.13S, 50.76E	103	13527
49	2067-08-23	MC-26	41.71S, 19.03W	124	19313
38	2066-08-23	MC-01	84.05N, 115.92W	32	5436
91	2075-01-03	MC-01	76.91N, 137.61W	1270	2880
5	2054-01-21	MC-13	22.62N, 46.39E	241	7052
61	2071-11-09	MC-30	81.67S, 4.78W	188	4398
22	2055-07-27	MC-21	13.92S, 50.06E	52	1526
47	2074-08-12	MC-11	1.84N, 28.86W	57	6205
64	2068-07-07	MC-28	44.83S, 66.04E	128	29243
82	2070-06-11	MC-29	39.45S, 160.12E	82	11382
39	2063-11-23	MC-29	51.23S, 177.25E	25	1788
69	2076-12-29	MC-02	55.08N, 168.28W	17	13054
18	2058-04-11	MC-23	8.97S, 160.16E	152	2880
30	2061-02-21	MC-10	25.93N, 66.95W	252	6618
92	2075-06-28	MC-01	77.86N, 44.39E	20	1138
76	2079-01-30	MC-15	24.67N, 153.43E	90	9670
27	2061-03-17	MC-30	82.45S, 109.48E	54	1010
42	2066-12-10	MC-15	5.56N, 158.23E	447	6832
67	2069-12-07	MC-18	13.38S, 82.16W	88	629
34	2065-01-31	MC-14	12.14N, 121.54E	524	4398
23	2057-01-26	MC-16	15.65S, 169.65W	175	6618
56	2068-12-04	MC-25	34.75S, 82.86W	17	3612
41	2065-09-11	MC-05	45.31N, 21.66E	80	1526
42	2068-03-16	MC-15	20.14N, 166.26E	88	12605
29	2059-11-11	MC-24	41.65S, 135.58W	120	11382
75	2076-02-27	MC-28	51.35S, 115.73E	175	2599
13	2055-12-01	MC-06	64.68N, 115.64E	20	6409
10	2058-01-06	MC-26	38.23S, 56.49W	12	1788
7	2054-06-21	MC-04	50.86N, 54.98W	1270	26004
42	2065-05-14	MC-15	17.26N, 177.56E	416	6006
10	2061-08-20	MC-26	44.85S, 53.12W	34	1138
98	2072-07-29	MC-30	71.50S, 94.73E	19	14551
55	2072-01-21	MC-07	45.49N, 143.54E	264	27536
98	2074-04-19	MC-28	58.82S, 74.39E	157	7279
69	2071-12-29	MC-02	59.12N, 178.93W	9	1138
4	2057-06-10	MC-26	42.16S, 24.99W	113	29243
77	2076-08-26	MC-28	42.50S, 81.40E	61	11011
31	2066-10-13	MC-03	42.09N, 77.44W	36	4398
4	2054-05-16	MC-26	39.72S, 38.84W	34	9985
22	2055-12-29	MC-20	10.84S, 40.94E	791	2599
46	2066-08-12	MC-30	69.39S, 122.38W	416	2054
60	2070-04-09	MC-26	43.94S, 29.74W	241	1010
31	2063-10-05	MC-01	84.60N, 96.76W	482	2599
44	2065-11-25	MC-07	40.76N, 122.98E	163	7052
67	2070-08-10	MC-18	15.65S, 62.63W	106	5255
4	2058-06-02	MC-26	38.55S, 18.26W	163	629
26	2058-07-20	MC-30	66.22S, 72.97E	169	11382
10	2059-10-03	MC-25	34.62S, 68.28W	196	9670
57	2068-09-25	MC-25	37.52S, 91.74W	103	2599
36	2063-12-26	MC-08	10.92N, 169.89W	50	6618
88	2072-07-06	MC-19	21.49S, 18.28W	15	2739
69	2070-04-13	MC-01	71.18N, 144.58E	85	5255
4	2053-04-29	MC-26	53.24S, 41.49W	152	5436
44	2069-03-14	MC-01	76.46N, 112.75E	72	9670
32	2062-10-06	MC-25	35.69S, 102.42W	157	1396
75	2075-04-29	MC-28	36.19S, 106.64E	9	5076
34	2063-09-02	MC-14	12.48N, 109.81E	63	5812
58	2069-07-21	MC-26	53.45S, 16.65W	241	8255
51	2066-04-13	MC-26	54.47S, 38.56W	482	17000
32	2064-08-02	MC-25	48.81S, 114.68W	524	5812
42	2069-12-29	MC-07	51.91N, 172.70E	147	10313
17	2057-10-19	MC-06	32.96N, 111.02E	85	4902
35	2065-05-01	MC-17	20.04S, 95.10W	88	11771
99	2072-03-29	MC-12	13.36N, 25.01E	82	2739
86	2073-04-18	MC-01	84.52N, 141.36E	93	4731
95	2069-05-26	MC-10	12.99N, 65.41W	39	3313
12	2057-10-05	MC-09	2.95N, 105.76W	85	756
2	2052-03-26	MC-14	19.80N, 102.26E	389	5436
74	2072-11-15	MC-12	26.07N, 13.83E	344	5622
5	2054-01-11	MC-13	6.26N, 75.81E	252	5622
60	2070-05-02	MC-26	46.57S, 38.43W	157	11382
31	2064-05-29	MC-01	67.98N, 100.91W	65	7052
92	2075-04-07	MC-01	73.58N, 59.75E	147	16330
77	2078-02-02	MC-22	17.75S, 99.66E	27	10313
13	2055-06-09	MC-07	48.09N, 124.29E	212	14025
52	2068-09-19	MC-09	16.59N, 102.41W	59	11011
35	2062-11-21	MC-17	6.15S, 103.66W	137	2054
75	2076-05-28	MC-28	34.79S, 97.80E	163	2739
62	2068-09-11	MC-12	18.12N, 42.06E	147	3313
44	2070-11-05	MC-01	78.18N, 127.34E	48	5076
20	2057-09-03	MC-28	38.26S, 76.28E	100	2599
29	2060-08-04	MC-24	48.67S, 144.85W	54	17718
5	2056-04-19	MC-21	9.20S, 52.31E	231	8000
78	2075-09-19	MC-16	10.65S, 152.03W	106	1010
72	2075-05-08	MC-25	41.21S, 112.29W	252	9074
35	2064-11-25	MC-17	28.93S, 113.05W	100	1656
92	2075-08-20	MC-01	72.78N, 58.94E	29	63326
59	2069-05-02	MC-29	50.73S, 129.37E	103	19313
5	2058-02-02	MC-13	12.29N, 64.00E	905	6832
69	2073-11-30	MC-01	69.96N, 163.69E	11	41937
69	2074-06-07	MC-01	83.31N, 162.23E	37	4076
4	2057-04-16	MC-26	60.28S, 23.94W	277	10654
79	2074-10-04	MC-14	14.96N, 131.23E	75	2461
5	2053-05-16	MC-13	13.55N, 72.19E	905	6205
34	2061-07-25	MC-06	32.18N, 109.53E	124	8519
18	2057-10-21	MC-23	16.20S, 146.66E	59	1396
70	2071-04-21	MC-19	14.75S, 36.11W	106	1788
79	2076-01-06	MC-22	1.74S, 132.19E	77	3167
40	2063-05-29	MC-23	29.79S, 160.16E	24	8000
42	2064-11-08	MC-07	43.69N, 167.09E	9	6618
52	2066-02-26	MC-17	4.07S, 106.95W	292	2054
76	2073-10-31	MC-02	32.37N, 170.26W	124	3612
4	2058-06-24	MC-26	62.74S, 3.44W	70	1010
59	2070-06-03	MC-29	35.04S, 131.60E	34	7052
83	2072-01-17	MC-06	49.15N, 94.18E	905	17000
5	2054-09-27	MC-13	2.81N, 56.24E	241	6618
87	2073-02-04	MC-26	31.65S, 34.78W	482	4076
28	2059-12-04	MC-30	80.57S, 81.47W	905	1788
86	2074-05-12	MC-06	53.78N, 114.02E	85	6409
9	2059-07-04	MC-19	11.37S, 4.02W	109	9074
66	2072-05-05	MC-15	7.57N, 168.18E	48	1920
76	2077-11-29	MC-07	35.37N, 152.94E	169	4398
93	2067-11-11	MC-03	49.34N, 107.96W	29	6409
30	2060-07-24	MC-10	5.08N, 59.16W	65	4902
39	2068-01-13	MC-30	68.11S, 175.47W	137	1138
49	2067-12-19	MC-19	29.31S, 22.76W	63	13054
31	2062-02-08	MC-03	58.82N, 80.40W	124	6006
60	2072-07-16	MC-26	41.38S, 15.60W	72	3313
27	2059-05-19	MC-28	54.55S, 105.18E	36	3919
45	2065-09-17	MC-13	2.35N, 46.71E	325	1138
66	2069-01-02	MC-23	2.57S, 145.66E	264	4235
15	2054-12-20	MC-24	34.64S, 155.94W	100	5255
45	2067-07-02	MC-21	9.66S, 54.45E	163	6205
55	2071-08-07	MC-07	47.23N, 140.09E	482	1920
31	2062-11-11	MC-03	59.93N, 103.49W	82	2188
38	2064-02-03	MC-01	72.84N, 125.53W	124	6409
72	2075-02-15	MC-17	19.77S, 114.71W	389	2324
4	2058-07-26	MC-26	41.82S, 21.17W	702	12178
17	2059-12-03	MC-06	32.00N, 84.68E	277	9074
47	2068-10-13	MC-04	31.22N, 28.06W	80	6006
22	2055-05-12	MC-20	4.27S, 40.04E	90	3167
27	2056-11-21	MC-30	82.99S, 124.05E	85	2739
91	2074-01-12	MC-01	85.97N, 137.58W	70	11011
41	2068-02-08	MC-05	47.88N, 53.82E	277	35789
89	2078-03-16	MC-30	73.55S, 105.58W	1270	12178
84	2071-06-15	MC-07	49.47N, 135.49E	54	4563
4	2053-01-20	MC-19	26.82S, 30.07W	15	9985
86	2073-04-28	MC-07	52.86N, 142.41E	36	8255
99	2074-04-08	MC-11	16.78N, 11.26W	204	10313
10	2060-07-16	MC-18	21.13S, 64.17W	100	12605
31	2062-04-09	MC-03	57.98N, 105.39W	11	14025
44	2066-11-06	MC-07	58.13N, 146.84E	241	2188
82	2070-09-05	MC-29	53.42S, 167.46E	48	18486
40	2064-01-06	MC-23	20.78S, 150.16E	70	2599
46	2066-03-10	MC-25	56.19S, 118.59W	72	1010
42	2071-02-23	MC-15	14.65N, 165.64E	152	8791
31	2064-08-28	MC-01	84.83N, 92.08W	25	27536
99	2073-02-21	MC-05	49.07N, 25.39E	34	17000
89	2077-11-06	MC-30	79.97S, 90.54W	63	1396
35	2063-07-19	MC-17	13.71S, 103.18W	82	6618
39	2066-09-13	MC-24	40.15S, 176.72W	14	11771
72	2072-03-08	MC-17	21.29S, 105.31W	482	10654
10	2062-03-15	MC-18	6.81S, 54.89W	157	7052
38	2065-10-30	MC-01	87.73N, 98.49W	196	31157
12	2056-08-30	MC-17	9.84S, 105.45W	181	2880
10	2059-12-07	MC-18	22.46S, 65.17W	14	8791
9	2055-12-11	MC-19	7.84S, 24.57W	325	5622
37	2062-06-28	MC-15	19.46N, 138.02E	572	3167
47	2071-08-19	MC-12	8.12N, 2.01E	1270	5255
77	2077-03-02	MC-21	26.13S, 83.59E	137	6205
9	2056-12-12	MC-20	24.63S, 9.86E	14	1010
26	2055-07-24	MC-28	49.41S, 63.42E	231	8791
41	2068-07-31	MC-01	73.31N, 37.84E	791	6006
79	2076-02-04	MC-14	28.52N, 133.01E	631	11382
27	2059-04-06	MC-28	50.85S, 118.78E	80	29243
5	2056-02-18	MC-13	13.31N, 64.63E	54	5436
27	2058-10-03	MC-30	77.70S, 108.30E	14	7279
52	2073-10-06	MC-09	13.24N, 134.59W	175	3919
61	2071-02-14	MC-30	70.78S, 41.03W	221	101649
73	2072-06-02	MC-30	84.18S, 81.45W	631	1920
12	2058-12-04	MC-17	1.41S, 113.82W	109	2324
83	2072-05-25	MC-06	46.70N, 86.14E	43	1396
44	2066-05-28	MC-07	62.52N, 133.52E	631	756
52	2070-05-10	MC-16	2.28S, 143.42W	85	2461
52	2067-09-12	MC-03	31.66N, 108.37W	93	14551
52	2066-10-04	MC-09	13.49N, 109.92W	88	3313
39	2066-05-11	MC-29	61.05S, 165.01E	72	17718
24	2056-01-22	MC-29	33.17S, 135.89E	17	14025
89	2073-03-28	MC-30	75.92S, 112.27W	120	13527
93	2067-09-14	MC-03	44.78N, 92.72W	142	20205
45	2065-08-10	MC-21	12.15S, 62.82E	39	7279
11	2056-09-06	MC-26	48.71S, 27.07W	1057	9670
5	2055-06-13	MC-13	25.78N, 58.01E	14	1920
76	2075-05-17	MC-02	48.44N, 168.92W	204	12178
35	2065-04-02	MC-17	15.32S, 111.23W	80	756
78	2075-03-30	MC-16	3.56S, 160.55W	241	6006
32	2063-09-17	MC-18	23.70S, 87.81W	59	4235
56	2068-05-03	MC-25	42.70S, 79.84W	325	10654
9	2055-06-27	MC-26	31.92S, 20.10W	15	5622
54	2069-01-13	MC-14	27.15N, 98.88E	25	3313
14	2054-08-30	MC-11	22.21N, 14.81W	1057	1396
39	2063-10-05	MC-29	39.82S, 179.89E	142	22220
66	2070-04-22	MC-15	9.46N, 164.71E	133	5076
38	2065-03-27	MC-01	85.91N, 93.22W	72	1267
